"","Plant","Quantity_units","Cost_of_Goods_Sold_EURO","Total_Cost_of_Distribution","Total_Customer_Order_Management_Costs","Customer_related_Issues_Costs","Total_Operations_Costs","Product_Line","Product_Type","N_Parts","Assembly_Labour_Minutes","Machinery_Minutes","Number_of_Deliveries","Customer_Class","Turnover_Range_EURO","Geographical_Area"
"14629","Southern Italy",2,289.73,18.05,163.72,0.3,75.97,"Plugs and Caps","Spare Parts",18,80,3008,4,"Nationals","e >500","FRA"
"14632","USA",10,105.84,44.48,14.45,0.79,32.52,"Plugs and Caps","Spare Parts",5,0,2127,18,"Nationals","e >500","NAM"
"14633","USA",15,191.51,52.84,17.86,0.98,40.71,"Plugs and Caps","Spare Parts",5,0,2692,18,"Nationals","e >500","NAM"
"14634","Southern Italy",10,167.33,14.78,19.62,0.12,1014.99,"Plugs and Caps","Spare Parts",5,0,2572,4,"Others","e >500","SCA"
"14635","Brasil",60,737.11,477.28,160.38,1.43,68.46,"Plugs and Caps","Spare Parts",6,0,1275,4,"Others","a 0-20","SAM"
"14636","Southern Italy",35,429.98,50.39,31.09,0.34,39.93,"Plugs and Caps","Spare Parts",6,0,825,40,"Others","c 100-250","FRA"
"14637","Southern Italy",30,368.55,41.84,43.61,0.3,34.23,"Plugs and Caps","Spare Parts",6,0,4280,18,"Others","e >500","IAM"
"14639","Southern Italy",82,1007.38,136.03,122.97,1.11,93.56,"Plugs and Caps","Spare Parts",6,0,1971,64,"Others","e >500","SCA"
"14640","Southern Italy",10,122.85,14.85,15.01,0.2,11.41,"Plugs and Caps","Spare Parts",6,0,2415,18,"Others","c 100-250","IAM"
"14641","Southern Italy",15,184.28,23.31,19.67,0.27,17.11,"Plugs and Caps","Spare Parts",6,0,3008,29,"Others","e >500","SCA"
"14642","Southern Italy",80,982.81,123.13,125.33,0.64,91.27,"Plugs and Caps","Spare Parts",6,0,1945,4,"Others","c 100-250","ITA"
"14644","Southern Italy",10,122.85,18.14,18.35,0.21,11.41,"Plugs and Caps","Spare Parts",6,0,2415,4,"Nationals","c 100-250","ITA"
"14645","Southern Italy",15,184.28,27.3,23.91,0.22,17.11,"Plugs and Caps","Spare Parts",6,0,3008,29,"Others","d 250-500","ITA"
"14646","Southern Italy",60,737.11,103.47,121.44,0.79,68.46,"Plugs and Caps","Spare Parts",6,0,1275,51,"Others","d 250-500","ITA"
"14647","Southern Italy",10,122.85,27.1,20.88,0.25,11.41,"Plugs and Caps","Spare Parts",6,0,2415,4,"Nationals","c 100-250","ITA"
"14648","Southern Italy",15,184.28,26.4,26.89,0.23,17.11,"Plugs and Caps","Spare Parts",6,0,3008,18,"Others","e >500","ITA"
"14649","Southern Italy",10,122.85,17.15,18.67,0.14,11.41,"Plugs and Caps","Spare Parts",6,0,2415,18,"Others","e >500","ITA"
"14650","Southern Italy",10,122.85,14.98,11.11,0.12,11.41,"Plugs and Caps","Spare Parts",6,0,2415,4,"Others","a 0-20","ITA"
"14653","Southern Italy",10,122.85,13.53,17.86,0.13,11.41,"Plugs and Caps","Spare Parts",6,0,2415,4,"Others","d 250-500","APA"
"14654","Southern Italy",190,2334.18,327.83,324.48,2.44,216.78,"Plugs and Caps","Spare Parts",6,0,3446,74,"Others","e >500","CEU"
"14660","UK",42,515.98,169.62,17.57,1.14,47.92,"Plugs and Caps","Spare Parts",6,0,982,40,"Nationals","d 250-500","UKE"
"14661","UK",58,712.54,188.46,18.29,1.29,66.17,"Plugs and Caps","Spare Parts",6,0,1257,60,"Others","c 100-250","UKE"
"14667","USA",10,122.85,22.06,14.04,0.77,11.41,"Plugs and Caps","Spare Parts",6,0,2415,4,"Nationals","e >500","NAM"
"14668","Southern Italy",10,139.87,12.99,12.18,0.14,12.06,"Plugs and Caps","Spare Parts",6,0,2415,4,"Others","b 20-100","FRA"
"14669","Southern Italy",20,279.73,25.49,24.36,0.27,24.11,"Plugs and Caps","Spare Parts",6,0,3502,18,"Others","c 100-250","FRA"
"14670","Southern Italy",10,139.87,15,17.5,0.19,12.06,"Plugs and Caps","Spare Parts",6,0,2415,18,"Others","e >500","SCA"
"14671","Southern Italy",20,279.73,26.06,35.79,0.19,24.11,"Plugs and Caps","Spare Parts",6,0,3502,18,"Others","c 100-250","ITA"
"14672","Southern Italy",10,139.87,15.34,23.18,0.16,12.06,"Plugs and Caps","Spare Parts",6,0,2415,4,"Others","d 250-500","ITA"
"14674","Southern Italy",30,419.6,45.47,58.29,0.45,36.17,"Plugs and Caps","Spare Parts",6,0,4280,29,"Others","e >500","CEU"
"14675","UK",60,839.19,202.53,22.58,1.61,72.34,"Plugs and Caps","Spare Parts",6,0,1275,60,"Others","e >500","UKE"
"14678","UK",70,979.06,229.62,25.52,1.81,84.39,"Plugs and Caps","Spare Parts",6,0,1815,74,"Others","c 100-250","UKE"
"14689","Southern Italy",20,236.59,29.32,28.33,0.22,24.91,"Plugs and Caps","Spare Parts",6,0,3502,18,"Others","e >500","SCA"
"14691","Southern Italy",35,414.04,48.94,52.77,0.27,43.59,"Plugs and Caps","Spare Parts",6,0,825,4,"Others","c 100-250","ITA"
"14692","Southern Italy",20,236.59,31.97,39.12,0.27,24.91,"Plugs and Caps","Spare Parts",6,0,3502,18,"Others","d 250-500","ITA"
"14694","Southern Italy",15,177.44,23.96,24.67,0.19,18.68,"Plugs and Caps","Spare Parts",6,0,3008,29,"Others","e >500","CEU"
"14695","Southern Italy",10,142.55,21.1,17.94,0.07,23,"Plugs and Caps","Spare Parts",6,0,2415,4,"Others","c 100-250","ITA"
"14696","Southern Italy",10,142.55,22.99,23.16,0.13,23,"Plugs and Caps","Spare Parts",6,0,2415,4,"Others","d 250-500","ITA"
"14700","USA",45,574.53,139.78,109.65,8.01,99.15,"Plugs and Caps","Spare Parts",5,0,917,60,"Nationals","e >500","NAM"
"14701","USA",85,1053.35,164.77,110.2,6.02,103.83,"Plugs and Caps","Spare Parts",5,0,1881,40,"Nationals","e >500","NAM"
"14702","USA",57,535.31,105.04,82.34,4.51,72.36,"Plugs and Caps","Spare Parts",5,0,1107,29,"Nationals","e >500","NAM"
"14703","Southern Italy",4,569.54,30.71,50.29,0.8,166.57,"Plugs and Caps","Spare Parts",18,80,4257,18,"Nationals","e >500","SCA"
"14704","Southern Italy",2,284.77,10.57,160.56,0.27,138.17,"Plugs and Caps","Spare Parts",18,40,3008,4,"Nationals","e >500","FRA"
"14706","Southern Italy",163,12080.38,1806,1085.69,10.41,1294.14,"Plugs and Caps","Spare Parts",6,203.75,657,60,"Nationals","a 0-20","CEU"
"14707","Southern Italy",10,154.74,53.32,39.34,14.71,36.92,"Plugs and Caps","Spare Parts",6,0,2029,4,"Nationals","d 250-500","FRA"
"14708","Southern Italy",115,1764.06,185.52,148.35,16.4,146.72,"Plugs and Caps","Spare Parts",3,0,2479,64,"Strategic","Strategic","CEU"
"14710","Southern Italy",16,370.83,43.17,31.81,3.8,53.83,"Plugs and Caps","Spare Parts",3,0,3008,18,"Strategic","Strategic","CEU"
"14719","Southern Italy",200,88.42,40.25,32.79,0.28,23.43,"Plugs and Caps","Spare Parts",3,0,3748,4,"Others","a 0-20","CSI"
"14725","Southern Italy",200,88.42,40.95,30.86,0.14,23.43,"Plugs and Caps","Spare Parts",3,0,3748,18,"Others","c 100-250","CSI"
"14729","Southern Italy",250,110.53,57.67,19.3,0.21,29.29,"Plugs and Caps","Spare Parts",3,0,4183,18,"Others","d 250-500","ITA"
"14730","Southern Italy",270,119.37,62.83,18.6,0.26,31.63,"Plugs and Caps","Spare Parts",3,0,4280,40,"Others","e >500","ITA"
"14753","Southern Italy",230,1130.85,117.58,137.8,1.55,234.83,"Plugs and Caps","Spare Parts",5,0,3711,4,"Nationals","b 20-100","FRA"
"14756","Southern Italy",20,98.33,11.86,13.32,0.15,20.42,"Plugs and Caps","Spare Parts",5,0,3414,4,"Others","d 250-500","ITA"
"14757","USA",11,114.51,13.31,12.05,0.66,40.24,"Plugs and Caps","Spare Parts",2,91.25,3799,18,"Nationals","e >500","NAM"
"14758","USA",62,645.39,129.34,132.33,9.67,226.81,"Plugs and Caps","Spare Parts",2,91.25,2682,64,"Nationals","e >500","NAM"
"14760","Northern Italy",12,659.3,113.74,466.89,0.67,39.89,"Plugs and Caps","Spare Parts",1,0,1,18,"Others","a 0-20","ITA"
"14763","USA",2,187.43,22.9,32.69,0.47,17.32,"Plugs and Caps","Spare Parts",0,0,4164,18,"Strategic","Strategic","NAM"
"14764","USA",14,1531.05,219.65,318.68,4.57,121.21,"Plugs and Caps","Spare Parts",0,0,3455,74,"Strategic","Strategic","NAM"
"14767","Northern Italy",21,189.62,63.58,19.58,2.56,10.23,"Plugs and Caps","Spare Parts",1,0,1,18,"Others","e >500","IAM"
"14773","Northern Italy",2,346.96,34.97,35.64,50.41,21.27,"Plugs and Caps","Spare Parts",1,0,1,4,"Others","e >500","ITA"
"14780","Northern Italy",6,286.72,24.13,39.62,0.15,39.92,"Plugs and Caps","Spare Parts",1,0,1,4,"Others","e >500","ITA"
"14781","Northern Italy",15,271.29,32.74,39.26,0.31,118.24,"Plugs and Caps","Spare Parts",1,0,1,4,"Others","e >500","ITA"
"14784","Northern Italy",4,290.56,22.82,39.88,0.13,120.85,"Plugs and Caps","Spare Parts",1,0,1,4,"Others","e >500","ITA"
"14790","Northern Italy",20,1503.15,179.08,164.24,11.25,291.96,"Plugs and Caps","Spare Parts",1,0,1,40,"Strategic","Strategic","FRA"
"14797","Northern Italy",235,1117.65,186.98,228.9,1.37,78.92,"Plugs and Caps","Spare Parts",1,0,1,9,"Nationals","c 100-250","ITA"
"14801","Northern Italy",15,275.31,67.81,28.36,0.63,43.81,"Plugs and Caps","Spare Parts",2,0,1,18,"Others","d 250-500","ITA"
"14803","USA",62,736.76,61.65,43.53,3.16,31,"Plugs and Caps","Spare Parts",1,0,1,5,"Nationals","e >500","NAM"
"14804","Northern Italy",3,328.16,92.28,43.3,0.02,15.02,"Plugs and Caps","Spare Parts",1,0,1,4,"Others","e >500","ITA"
"14805","Northern Italy",3,328.16,94.99,46.97,0.15,15.02,"Plugs and Caps","Spare Parts",1,0,1,18,"Others","e >500","CEU"
"14806","Northern Italy",5,546.94,160.03,71.79,0.18,25.04,"Plugs and Caps","Spare Parts",1,0,1,40,"Others","e >500","CEU"
"14807","Northern Italy",10,492.34,109.02,64.8,0.52,23.97,"Plugs and Caps","Spare Parts",1,0,1,29,"Others","c 100-250","CEU"
"14812","Northern Italy",3,334.55,61.77,43.86,0.34,30.13,"Plugs and Caps","Spare Parts",1,0,1,18,"Others","c 100-250","CEU"
"14813","Northern Italy",1,111.52,15.8,12.86,0.13,10.04,"Plugs and Caps","Spare Parts",1,0,1,4,"Others","d 250-500","SCA"
"14816","Northern Italy",2,86.14,108.73,12.33,0.09,33.08,"Plugs and Caps","Spare Parts",1,0,1,18,"Others","e >500","ITA"
"14817","Northern Italy",9,2433.06,55.79,212.74,2.55,10.5,"Plugs and Caps","Spare Parts",1,0,1,18,"Nationals","d 250-500","SAM"
"14818","Northern Italy",99,4679.23,213.82,365.81,9.04,123.57,"Plugs and Caps","Spare Parts",1,0,1,4,"Nationals","e >500","CEU"
"14819","USA",6,429.32,110.34,69.11,0.99,80.16,"Plugs and Caps","Spare Parts",1,0,1,51,"Strategic","Strategic","NAM"
"14822","USA",13,1367.17,146.24,132.57,1.9,70.12,"Plugs and Caps","Spare Parts",1,0,1,74,"Strategic","Strategic","NAM"
"14834","Spain",180,836.78,50.38,55.62,19.26,61.66,"Plugs and Caps","Spare Parts",1,0,1,4,"Strategic","Strategic","ITA"
"14835","Northern Italy",60,278.93,16.79,18.54,6.42,20.55,"Plugs and Caps","Spare Parts",1,0,1,4,"Strategic","Strategic","ITA"
"14836","Northern Italy",200,929.76,77.98,131.74,0.8,68.51,"Plugs and Caps","Spare Parts",1,0,1,18,"Others","e >500","ITA"
"14871","Northern Italy",17,953.14,33.55,136.25,0.94,99.02,"Plugs and Caps","Spare Parts",1,0,1,4,"Others","e >500","ITA"
"14893","USA",1482,886.3,770.45,589.95,421.42,17.11,"Plugs and Caps","Spare Parts",1,0,1,60,"Strategic","Strategic","NAM"
"14900","Northern Italy",144,1524.05,122.51,116.96,2.57,45.25,"Plugs and Caps","Spare Parts",1,0,1,18,"Nationals","e >500","CEU"
"14902","Northern Italy",10,216.23,33.56,30.88,0.21,59.53,"Plugs and Caps","Spare Parts",1,0,1,4,"Others","e >500","ITA"
"14903","Northern Italy",25,869.81,81.91,123.09,0.73,133.39,"Plugs and Caps","Spare Parts",1,0,1,18,"Others","e >500","ITA"
"14905","Northern Italy",412,4603.35,408.9,350.89,7.34,378.76,"Plugs and Caps","Spare Parts",1,0,1,74,"Nationals","e >500","CEU"
"14906","Northern Italy",60,670.39,56.68,137.15,0.81,55.16,"Plugs and Caps","Spare Parts",1,0,1,51,"Nationals","c 100-250","ITA"
"14917","Northern Italy",25,173.83,58.03,17.83,2.21,12.38,"Plugs and Caps","Spare Parts",1,0,1,4,"Others","e >500","IAM"
"14918","Northern Italy",36,250.31,88.37,51.98,0.36,17.83,"Plugs and Caps","Spare Parts",1,0,1,60,"Nationals","c 100-250","ITA"
"14920","Northern Italy",43,253.47,27.83,26.29,3.56,16.33,"Plugs and Caps","Spare Parts",1,0,1,29,"Others","e >500","IAM"
"14922","Northern Italy",110,1497.26,134.69,301.52,1.47,64.93,"Plugs and Caps","Spare Parts",1,0,1,68,"Nationals","c 100-250","ITA"
"14926","Northern Italy",11,214.57,114.77,31.09,0.14,20.35,"Plugs and Caps","Spare Parts",1,0,1,40,"Others","e >500","CEU"
"14929","Northern Italy",22,962.9,111.31,111.31,1.2,27.38,"Plugs and Caps","Spare Parts",1,0,1,4,"Others","d 250-500","SCA"
"14931","Northern Italy",20,875.37,114.27,123.67,0.72,24.89,"Plugs and Caps","Spare Parts",1,0,1,29,"Others","e >500","ITA"
"14933","Northern Italy",10,437.68,52.11,74.01,0.54,12.44,"Plugs and Caps","Spare Parts",1,0,1,4,"Others","c 100-250","UKE"
"14934","Northern Italy",20,875.37,116.95,130.32,0.89,24.89,"Plugs and Caps","Spare Parts",1,0,1,18,"Others","e >500","CEU"
"14935","Northern Italy",9,400.43,64.33,50.99,0.47,67.37,"Plugs and Caps","Spare Parts",1,0,1,18,"Strategic","Strategic","CEU"
"14944","Northern Italy",2,144.64,33.9,20.77,0.15,28.3,"Plugs and Caps","Spare Parts",1,0,1,4,"Others","e >500","ITA"
"14945","Northern Italy",12,867.81,175.68,110.26,0.81,169.79,"Plugs and Caps","Spare Parts",1,0,1,29,"Strategic","Strategic","CEU"
"14946","Northern Italy",92,1509.85,162.92,309.75,1.9,71.8,"Plugs and Caps","Spare Parts",1,0,1,68,"Nationals","c 100-250","ITA"
"14947","Northern Italy",10,395.48,11.72,50.38,0.63,11.66,"Plugs and Caps","Spare Parts",1,0,1,4,"Others","b 20-100","APA"
"14948","Northern Italy",25,1270.71,35.91,179.64,1.06,468.28,"Plugs and Caps","Spare Parts",0,0,3131,29,"Others","e >500","ITA"
"14950","Northern Italy",77,1227.58,121.61,256.03,1.84,112.49,"Plugs and Caps","Spare Parts",1,0,1,64,"Nationals","c 100-250","ITA"
"14954","Northern Italy",10,123.92,29.35,13.33,0.18,37.18,"Plugs and Caps","Spare Parts",1,0,1,18,"Others","a 0-20","ITA"
"14955","Northern Italy",18,223.06,56.88,32.42,0.27,66.92,"Plugs and Caps","Spare Parts",1,0,1,18,"Others","e >500","ITA"
"14956","Northern Italy",70,867.46,215.64,150.92,1.68,260.25,"Plugs and Caps","Spare Parts",1,0,1,40,"Others","c 100-250","UKE"
"14960","Northern Italy",17,702.61,82.67,100.41,0.69,11.84,"Plugs and Caps","Spare Parts",1,0,1,29,"Others","e >500","ITA"
"14961","Northern Italy",16,661.28,70.82,112.78,0.96,11.14,"Plugs and Caps","Spare Parts",1,0,1,29,"Others","c 100-250","UKE"
"14973","Northern Italy",18,785.66,127.33,90.78,1.19,46.49,"Plugs and Caps","Spare Parts",1,0,1,40,"Others","c 100-250","ITA"
"14974","Northern Italy",5,218.24,34.75,31.52,0.25,12.91,"Plugs and Caps","Spare Parts",1,0,1,18,"Others","e >500","ITA"
"14986","Northern Italy",322,6889.24,373.85,1398.98,7.42,221.77,"Plugs and Caps","Spare Parts",1,0,1,9,"Nationals","c 100-250","ITA"
"14992","Northern Italy",8,171.7,18.38,34.98,0.2,22.63,"Plugs and Caps","Spare Parts",1,0,1,18,"Nationals","c 100-250","ITA"
"14995","Northern Italy",8,804.47,39.8,78.5,5.41,18.74,"Plugs and Caps","Spare Parts",1,0,1,4,"Others","e >500","IAM"
"14996","Northern Italy",40,4022.35,214.47,458.06,3.95,93.68,"Plugs and Caps","Spare Parts",1,0,1,29,"Others","d 250-500","SCA"
"14997","Northern Italy",26,2614.52,180.33,364.6,1.69,60.89,"Plugs and Caps","Spare Parts",1,0,1,60,"Others","e >500","ITA"
"14998","Northern Italy",10,1005.59,57,168.5,1.02,23.42,"Plugs and Caps","Spare Parts",1,0,1,29,"Others","c 100-250","UKE"
"15002","USA",160,189.77,209.46,80.2,57.27,13.83,"Plugs and Caps","Spare Parts",1,0,1,51,"Strategic","Strategic","NAM"
"15003","Northern Italy",29,1297.25,208.09,186.42,1.37,22.52,"Plugs and Caps","Spare Parts",1,0,1,40,"Others","e >500","ITA"
"15004","Northern Italy",13,581.53,96.5,92.52,1.27,10.09,"Plugs and Caps","Spare Parts",1,0,1,51,"Others","d 250-500","ITA"
"15013","Northern Italy",60,856.07,87.18,174.16,0.97,24.19,"Plugs and Caps","Spare Parts",1,0,1,64,"Nationals","c 100-250","ITA"
"15016","Northern Italy",31,325.19,19.71,33.38,4.16,15.59,"Plugs and Caps","Spare Parts",1,0,1,29,"Others","e >500","IAM"
"15018","Northern Italy",60,629.4,38.63,77.99,0.83,30.17,"Plugs and Caps","Spare Parts",1,0,1,29,"Others","b 20-100","APA"
"15019","Northern Italy",104,1090.95,86.67,226.26,1.55,52.29,"Plugs and Caps","Spare Parts",1,0,1,51,"Nationals","c 100-250","ITA"
"15023","Northern Italy",29,258.36,65.62,54.31,0.42,14.22,"Plugs and Caps","Spare Parts",1,0,1,68,"Nationals","c 100-250","ITA"
"15025","Northern Italy",216,1889.63,169.09,386.29,2.27,82.39,"Plugs and Caps","Spare Parts",1,0,1,5,"Nationals","c 100-250","ITA"
"15026","USA",30,262.45,126.4,145.06,103.61,11.44,"Plugs and Caps","Spare Parts",1,0,1,40,"Strategic","Strategic","NAM"
"15027","Northern Italy",80,684.86,62.32,143.87,1.1,35.43,"Plugs and Caps","Spare Parts",1,0,1,51,"Nationals","c 100-250","ITA"
"15034","Northern Italy",436,10268.72,686.12,2105.38,12.52,404.05,"Plugs and Caps","Spare Parts",1,0,1,11,"Nationals","c 100-250","ITA"
"15047","Northern Italy",144,4959.93,219.66,1000.12,4.83,586.34,"Plugs and Caps","Spare Parts",1,0,1,51,"Nationals","c 100-250","ITA"
"15048","Northern Italy",3,198.1,59.83,28.57,0.22,16.25,"Plugs and Caps","Spare Parts",1,0,1,4,"Others","e >500","ITA"
"15053","Northern Italy",240,9211.85,356.31,704.46,17.29,188.28,"Plugs and Caps","Spare Parts",1,0,1,18,"Others","e >500","NAM"
"15055","Northern Italy",28,1074.72,51.79,115.07,0.88,24.39,"Plugs and Caps","Spare Parts",1,0,1,29,"Others","c 100-250","ITA"
"15056","USA",13,498.97,40.18,37.47,52.24,11.32,"Plugs and Caps","Spare Parts",1,0,1,18,"Others","b 20-100","NAM"
"15058","Northern Italy",27,1464.97,144.28,147.09,14.81,32.65,"Plugs and Caps","Spare Parts",1,0,1,18,"Others","e >500","IAM"
"15059","Northern Italy",10,542.58,56.05,63.42,0.76,12.09,"Plugs and Caps","Spare Parts",1,0,1,4,"Others","d 250-500","SCA"
"15060","Northern Italy",16,868.13,102.3,123.56,0.8,19.35,"Plugs and Caps","Spare Parts",1,0,1,40,"Others","e >500","ITA"
"15072","USA",1,183.54,27.1,34.06,0.47,137.24,"Plugs and Caps","Spare Parts",1,0,1,4,"Others","a 0-20","NAM"
"15083","Northern Italy",82,2295.99,162.92,458.55,1.92,55.65,"Plugs and Caps","Spare Parts",1,0,1,51,"Nationals","c 100-250","ITA"
"15085","Northern Italy",28,504.16,226.99,56.46,1.47,15.2,"Plugs and Caps","Spare Parts",1,0,1,5,"Nationals","e >500","ITA"
"15088","Northern Italy",163,8453.21,412.97,1708.43,8.52,123.62,"Plugs and Caps","Spare Parts",1,0,1,51,"Nationals","c 100-250","ITA"
"15090","Northern Italy",24,1186.45,211.66,131.53,3.34,26.65,"Plugs and Caps","Spare Parts",1,0,1,64,"Nationals","e >500","ITA"
"15093","Northern Italy",7,448.27,93.19,64.79,0.51,63.01,"Plugs and Caps","Spare Parts",1,0,1,29,"Others","e >500","ITA"
"15094","Northern Italy",27,3102.49,208.34,323.67,45.89,66.12,"Plugs and Caps","Spare Parts",1,0,1,18,"Others","e >500","IAM"
"15095","Northern Italy",150,5232.91,451.71,391.31,7.93,298.67,"Plugs and Caps","Spare Parts",1,0,1,18,"Others","e >500","NAM"
"15096","Northern Italy",10,348.86,32.53,40.91,0.44,21.29,"Plugs and Caps","Spare Parts",1,0,1,18,"Others","c 100-250","IAM"
"15100","Northern Italy",50,1744.3,185.61,116.27,1.22,106.47,"Plugs and Caps","Spare Parts",1,0,1,40,"Nationals","c 100-250","CEU"
"15101","Northern Italy",60,2093.16,170.84,300.13,1.63,127.77,"Plugs and Caps","Spare Parts",1,0,1,60,"Others","d 250-500","APA"
"15102","Northern Italy",10,348.86,48.56,30.18,0.51,21.29,"Plugs and Caps","Spare Parts",1,0,1,4,"Others","c 100-250","IAM"
"15103","Brasil",10,542.58,156.1,34.33,0.3,12.23,"Plugs and Caps","Spare Parts",1,0,1,4,"Others","d 250-500","SAM"
"15105","Northern Italy",14,759.62,125.81,75.8,7.11,17.12,"Plugs and Caps","Spare Parts",1,0,1,18,"Others","e >500","IAM"
"15107","Northern Italy",14,759.62,140.97,107.94,0.68,17.12,"Plugs and Caps","Spare Parts",1,0,1,29,"Others","e >500","ITA"
"15110","Northern Italy",75,1539.33,147.75,154.34,15.3,12.09,"Plugs and Caps","Spare Parts",1,0,1,40,"Others","e >500","IAM"
"15120","Northern Italy",25,550.29,149.75,60.41,0.62,16.47,"Plugs and Caps","Spare Parts",1,0,1,40,"Nationals","e >500","CSI"
"15124","Northern Italy",28,1819.33,141.35,190.77,28.07,25.9,"Plugs and Caps","Spare Parts",1,0,1,18,"Others","e >500","IAM"
"15125","Northern Italy",3,180.5,14.24,24.18,0.24,26.06,"Plugs and Caps","Spare Parts",1,0,1,4,"Nationals","d 250-500","CSI"
"15127","Northern Italy",1,346.85,34.5,30.24,1.44,13.2,"Plugs and Caps","Spare Parts",1,0,1,4,"Others","e >500","NAM"
"15128","Northern Italy",2,235.47,12.37,37.42,0.51,24.74,"Plugs and Caps","Spare Parts",1,0,1,4,"Others","d 250-500","ITA"
"15129","Northern Italy",10,488.59,18.57,100.37,0.62,34.29,"Plugs and Caps","Spare Parts",1,0,1,4,"Nationals","c 100-250","ITA"
"15130","Northern Italy",2,821.46,54.33,142.39,1.52,24.15,"Plugs and Caps","Spare Parts",1,0,1,18,"Others","c 100-250","UKE"
"15138","Northern Italy",7,937.8,43.73,148.47,1.94,27.86,"Plugs and Caps","Spare Parts",1,0,1,29,"Others","d 250-500","ITA"
"15139","Northern Italy",1,165.41,15.29,13.35,0.46,21.06,"Plugs and Caps","Spare Parts",1,0,1,4,"Others","e >500","NAM"
"15142","Northern Italy",1,205.03,45.22,17.37,0.75,24.19,"Plugs and Caps","Spare Parts",0,0,917,4,"Others","e >500","NAM"
"15160","Northern Italy",60,1422.77,267.41,146.55,18.8,33.82,"Plugs and Caps","Spare Parts",1,0,1,29,"Others","e >500","IAM"
"15163","Northern Italy",60,1422.77,267.75,176.28,1.87,33.82,"Plugs and Caps","Spare Parts",1,0,1,29,"Others","b 20-100","APA"
"15178","Northern Italy",13,417.99,211.44,43.27,5.78,13.57,"Plugs and Caps","Spare Parts",1,0,1,51,"Others","e >500","IAM"
"15187","Northern Italy",5,365.54,39.19,53.21,0.56,10.91,"Plugs and Caps","Spare Parts",1,0,1,4,"Nationals","d 250-500","CSI"
"15206","Northern Italy",23,1754.2,115.53,356.35,1.95,188.16,"Plugs and Caps","Spare Parts",1,0,1,29,"Nationals","c 100-250","ITA"
"15207","Northern Italy",15,1400.67,130.32,287.05,1.74,72.78,"Plugs and Caps","Spare Parts",1,0,1,29,"Nationals","c 100-250","ITA"
"15209","Northern Italy",15,245.17,60.02,27.05,5.38,23.45,"Plugs and Caps","Spare Parts",1,0,1,4,"Others","e >500","IAM"
"15214","Northern Italy",10,631,72.36,73.5,0.85,14.84,"Plugs and Caps","Spare Parts",1,0,1,18,"Others","d 250-500","SCA"
"15216","Northern Italy",16,1009.61,130.56,143.37,0.9,23.74,"Plugs and Caps","Spare Parts",1,0,1,51,"Others","e >500","ITA"
"15219","Northern Italy",20,937.8,233.17,72.02,1.83,22,"Plugs and Caps","Spare Parts",1,0,1,4,"Others","e >500","NAM"
"15227","Northern Italy",8,278.02,31.12,22.83,0.86,18.4,"Plugs and Caps","Spare Parts",1,0,1,4,"Others","e >500","NAM"
